"award_name","award_type","award_country","award_year","film_title","film_year","film_director","film_country","film_main_genre","score","nvotes"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1994","Quiz Show","1994","Robert Redford","Estados Unidos","Drama","6.9","10417"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1993","Schindler's List","1993","Steven Spielberg","Estados Unidos","Drama","8.7","173134"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1992","The Player","1992","Robert Altman","Estados Unidos","Comedia","7.0","5814"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1991","The Silence of the Lambs","1991","Jonathan Demme","Estados Unidos","Thriller","8.2","169131"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1990","Goodfellas","1990","Martin Scorsese","Estados Unidos","Thriller","8.4","106945"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1989","My Left Foot","1989","Jim Sheridan","Irlanda","Drama","7.6","13842"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1988","The Accidental Tourist","1988","Lawrence Kasdan","Estados Unidos","Drama","6.7","3863"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1987","Broadcast News","1987","James L. Brooks","Estados Unidos","Comedia","6.3","7178"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1986","Hannah and Her Sisters","1986","Woody Allen","Estados Unidos","Comedia","7.8","30834"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1985","Prizzi's Honor","1985","John Huston","Estados Unidos","Drama","7.1","18663"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1984","A Passage to India","1984","David Lean","Reino Unido","Drama","7.1","3426"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1983","Terms of Endearment","1983","James L. Brooks","Estados Unidos","Drama","6.8","21264"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1982","Gandhi","1982","Richard Attenborough","Reino Unido","Drama","7.4","39120"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1981","Reds","1981","Warren Beatty","Estados Unidos","Drama","6.9","3369"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1980","Ordinary People","1980","Robert Redford","Estados Unidos","Drama","7.3","8041"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1979","Kramer vs. Kramer (Kramer versus Kramer)","1979","Robert Benton","Estados Unidos","Drama","7.2","40230"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1978","The Deer Hunter","1978","Michael Cimino","Estados Unidos","Drama","8.0","46850"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1977","Annie Hall","1977","Woody Allen","Estados Unidos","Romance","8.1","69129"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1976","All the President's Men","1976","Alan J. Pakula","Estados Unidos","Intriga","7.2","11339"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1975","Nashville","1975","Robert Altman","Estados Unidos","Drama","7.2","1319"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1974","Amarcord","1973","Federico Fellini","Italia","Comedia","8.0","18128"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1973","La nuit américaine","1973","François Truffaut","Francia","Drama","7.7","9070"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1972","Viskningar och rop (Cries and Whispers)","1972","Ingmar Bergman","Suecia","Drama","7.8","8128"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1971","A Clockwork Orange","1971","Stanley Kubrick","Reino Unido","Drama","8.2","169004"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1970","Five Easy Pieces","1970","Bob Rafelson","Estados Unidos","Drama","6.8","1433"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1969","Z.","1969","Costa-Gavras","Argelia","Drama","7.8","4937"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1968","The Lion in Winter","1968","Anthony Harvey","Estados Unidos","Drama","7.4","3092"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1967","In the Heat of the Night","1967","Norman Jewison","Estados Unidos","Thriller","7.6","11475"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1966","A Man for All Seasons","1966","Fred Zinnemann","Reino Unido","Drama","7.5","7245"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1965","Darling","1965","John Schlesinger","Reino Unido","Drama","6.7","626"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1964","My Fair Lady","1964","George Cukor","Estados Unidos","Musical","7.6","27194"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1963","Tom Jones","1963","Tony Richardson","Reino Unido","Comedia","6.5","2046"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1961","West Side Story","1961","Robert Wise, Jerome Robbins","Estados Unidos","Musical","7.3","43103"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1960","The Apartment","1960","Billy Wilder","Estados Unidos","Comedia","8.4","76653"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1959","Ben-Hur","1959","William Wyler","Estados Unidos","Aventuras","7.9","65246"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1958","The Defiant Ones","1958","Stanley Kramer","Estados Unidos","Drama","7.0","1473"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1957","The Bridge on the River Kwai","1957","David Lean","Reino Unido","Bélico","7.9","48060"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1956","Around the World in 80 Days","1956","Michael Anderson","Estados Unidos","Aventuras","6.5","7500"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1955","Marty","1955","Delbert Mann","Estados Unidos","Romance","7.5","4417"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1954","On the Waterfront","1954","Elia Kazan","Estados Unidos","Drama","8.1","27644"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1953","From Here to Eternity","1953","Fred Zinnemann","Estados Unidos","Drama","7.8","20890"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1952","High Noon","1952","Fred Zinnemann","Estados Unidos","Western","8.1","25269"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1951","A Streetcar Named Desire","1951","Elia Kazan","Estados Unidos","Drama","8.0","29243"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1950","All About Eve","1950","Joseph L. Mankiewicz","Estados Unidos","Drama","8.5","33492"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1949","All the King's Men","1949","Robert Rossen","Estados Unidos","Drama","7.4","2418"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1948","The Treasure of the Sierra Madre","1948","John Huston","Estados Unidos","Aventuras","8.1","13917"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1947","Gentleman's Agreement","1947","Elia Kazan","Estados Unidos","Drama","6.9","1190"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1946","The Best Years of Our Lives","1946","William Wyler","Estados Unidos","Drama","8.2","7215"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1945","The Lost Weekend","1945","Billy Wilder","Estados Unidos","Drama","8.0","8391"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1944","Going My Way","1944","Leo McCarey","Estados Unidos","Comedia","6.7","1006"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1943","Watch on the Rhine","1943","Herman Shumlin","Estados Unidos","Drama","6.5","147"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1942","In Which We Serve","1942","David Lean, Noël Coward","Reino Unido","Bélico","6.3","488"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1941","Citizen Kane","1941","Orson Welles","Estados Unidos","Drama","8.2","75453"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1940","The Grapes of Wrath","1940","John Ford","Estados Unidos","Drama","8.3","21449"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1939","Wuthering Heights","1939","William Wyler","Estados Unidos","Drama","7.4","4439"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1938","The Citadel","1938","King Vidor","Estados Unidos","Drama","7.2","415"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1937","The Life of Emile Zola","1937","William Dieterle","Estados Unidos","Drama","7.1","705"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1936","Mr. Deeds Goes to Town","1936","Frank Capra","Estados Unidos","Comedia","7.8","3323"
"Círculo de Críticos de Nueva York","Premio asociacion de criticos","Estados Unidos","1935","The Informer","1935","John Ford","Estados Unidos","Drama","7.6","3208"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2018","Roma","2018","Alfonso Cuarón","México","Drama","7.1","19384"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2017","Call Me by Your Name","2017","Luca Guadagnino","Italia","Romance","7.4","18375"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2016","Moonlight","2016","Barry Jenkins","Estados Unidos","Drama","6.8","25605"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2015","Spotlight","2015","Thomas McCarthy","Estados Unidos","Drama","7.3","42088"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2014","Boyhood","2014","Richard Linklater","Estados Unidos","Drama","7.3","45804"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2013","Her","2013","Spike Jonze","Estados Unidos","Ciencia ficción","7.5","68536"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2012","Amour (Love)","2012","Michael Haneke","Austria","Drama","7.6","30151"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2011","The Descendants","2011","Alexander Payne","Estados Unidos","Drama","6.5","43265"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2010","The Social Network","2010","David Fincher","Estados Unidos","Drama","6.8","91181"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2009","The Hurt Locker","2008","Kathryn Bigelow","Estados Unidos","Bélico","6.7","63573"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2008","WALL•E","2008","Andrew Stanton","Estados Unidos","Animación","7.9","125540"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2007","There Will Be Blood","2007","Paul Thomas Anderson","Estados Unidos","Drama","7.2","39836"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2006","Letters From Iwo Jima","2006","Clint Eastwood","Estados Unidos","Bélico","7.5","50043"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2005","Brokeback Mountain","2005","Ang Lee","Estados Unidos","Romance","7.0","75698"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2004","Sideways","2004","Alexander Payne","Estados Unidos","Comedia","6.7","43063"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2003","American Splendor","2003","Robert Pulcini, Shari Springer Berman","Estados Unidos","Drama","6.9","10902"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2002","About Schmidt","2002","Alexander Payne","Estados Unidos","Drama","6.4","19768"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2001","In the Bedroom","2001","Todd Field","Estados Unidos","Drama","6.7","5661"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","2000","Wo hu cang long (Crouching Tiger, Hidden Dragon)","2000","Ang Lee","Taiwán","Acción","7.0","60591"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1999","The Insider","1999","Michael Mann","Estados Unidos","Intriga","7.2","33886"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1998","Saving Private Ryan","1998","Steven Spielberg","Estados Unidos","Bélico","7.8","136855"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1997","L.A. Confidential","1997","Curtis Hanson","Estados Unidos","Cine negro","7.7","74236"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1996","Secrets and Lies","1996","Mike Leigh","Reino Unido","Drama","7.7","13629"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1995","Leaving Las Vegas","1995","Mike Figgis","Estados Unidos","Romance","7.3","54672"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1994","Pulp Fiction","1994","Quentin Tarantino","Estados Unidos","Thriller","8.6","203323"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1993","Schindler's List","1993","Steven Spielberg","Estados Unidos","Drama","8.7","173134"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1992","Unforgiven","1992","Clint Eastwood","Estados Unidos","Western","8.2","90568"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1991","Bugsy","1991","Barry Levinson","Estados Unidos","Drama","6.1","3181"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1990","Goodfellas","1990","Martin Scorsese","Estados Unidos","Thriller","8.4","106945"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1989","Do the Right Thing","1989","Spike Lee","Estados Unidos","Comedia","7.3","9717"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1988","Little Dorrit","1988","Christine Edzard","Reino Unido","Drama","6.6","31"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1987","Hope and Glory","1987","John Boorman","Reino Unido","Drama","6.7","1181"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1986","Hannah and Her Sisters","1986","Woody Allen","Estados Unidos","Comedia","7.8","30834"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1985","Brazil","1985","Terry Gilliam","Reino Unido","Ciencia ficción","7.3","33225"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1984","Amadeus","1984","Milos Forman","Estados Unidos","Drama","7.7","75074"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1983","Terms of Endearment","1983","James L. Brooks","Estados Unidos","Drama","6.8","21264"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1982","E.T.: The Extra-Terrestrial","1982","Steven Spielberg","Estados Unidos","Ciencia ficción","7.5","151318"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1981","Atlantic City","1980","Louis Malle","Canadá","Drama","7.3","3893"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1980","Raging Bull","1980","Martin Scorsese","Estados Unidos","Drama","8.1","49140"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1979","Kramer vs. Kramer (Kramer versus Kramer)","1979","Robert Benton","Estados Unidos","Drama","7.2","40230"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1978","Coming Home","1978","Hal Ashby","Estados Unidos","Drama","6.9","1716"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1977","Star Wars","1977","George Lucas","Estados Unidos","Ciencia ficción","7.9","133771"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1976","Network","1976","Sidney Lumet","Estados Unidos","Drama","7.6","10600"
"Asociación de Críticos de Los Ängeles","Premio asociacion de criticos","Estados Unidos","1975","Dog Day Afternoon","1975","Sidney Lumet","Estados Unidos","Drama","7.5","17406"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2018","Roma","2018","Alfonso Cuarón","México","Drama","7.1","19384"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2017","The Shape of Water","2017","Guillermo del Toro","Estados Unidos","Fantástico","6.5","38219"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2016","La La Land","2016","Damien Chazelle","Estados Unidos","Musical","7.5","50392"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2015","Spotlight","2015","Thomas McCarthy","Estados Unidos","Drama","7.3","42088"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2014","Boyhood","2014","Richard Linklater","Estados Unidos","Drama","7.3","45804"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2013","12 Years a Slave (Twelve Years a Slave)","2013","Steve McQueen","Estados Unidos","Drama","7.3","59383"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2012","Argo","2012","Ben Affleck","Estados Unidos","Thriller","7.2","74537"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2011","The Artist","2011","Michel Hazanavicius","Francia","Comedia","7.7","57611"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2010","The Social Network","2010","David Fincher","Estados Unidos","Drama","6.8","91181"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2009","The Hurt Locker","2008","Kathryn Bigelow","Estados Unidos","Bélico","6.7","63573"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2008","Slumdog Millionaire","2008","Danny Boyle, Loveleen Tandan","Reino Unido","Drama","7.7","134686"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2007","No Country for Old Men","2007","Joel Coen, Ethan Coen","Estados Unidos","Thriller","7.1","106770"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2006","The Departed","2006","Martin Scorsese","Estados Unidos","Thriller","7.9","132448"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2005","Brokeback Mountain","2005","Ang Lee","Estados Unidos","Romance","7.0","75698"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2004","Sideways","2004","Alexander Payne","Estados Unidos","Comedia","6.7","43063"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2003","The Lord of the Rings: The Return of the King","2003","Peter Jackson","Nueva Zelanda","Fantástico","8.2","184062"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2002","Chicago","2002","Rob Marshall","Estados Unidos","Musical","6.6","57602"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2001","A Beautiful Mind","2001","Ron Howard","Estados Unidos","Drama","7.5","116378"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","2000","Gladiator","2000","Ridley Scott","Estados Unidos","Acción","7.9","183238"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","1999","American Beauty","1999","Sam Mendes","Estados Unidos","Drama","7.9","167163"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","1998","Saving Private Ryan","1998","Steven Spielberg","Estados Unidos","Bélico","7.8","136855"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","1997","L.A. Confidential","1997","Curtis Hanson","Estados Unidos","Cine negro","7.7","74236"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","1996","Fargo","1996","Joel Coen","Estados Unidos","Thriller","7.8","94281"
"Critics Choice Awards","Premio asociacion de criticos","Estados Unidos","1995","Sense and Sensibility","1995","Ang Lee","Reino Unido","Drama","7.1","36322"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2018","Roma","2018","Alfonso Cuarón","México","Drama","7.1","19384"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2017","Lady Bird","2017","Greta Gerwig","Estados Unidos","Comedia","6.6","19201"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2016","Moonlight","2016","Barry Jenkins","Estados Unidos","Drama","6.8","25605"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2015","Mad Max: Fury Road","2015","George Miller","Australia","Ciencia ficción","7.1","61206"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2014","Boyhood","2014","Richard Linklater","Estados Unidos","Drama","7.3","45804"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2013","12 Years a Slave (Twelve Years a Slave)","2013","Steve McQueen","Estados Unidos","Drama","7.3","59383"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2012","Zero Dark Thirty","2012","Kathryn Bigelow","Estados Unidos","Thriller","6.8","35372"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2011","The Tree of Life","2011","Terrence Malick","Estados Unidos","Drama","5.9","50884"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2010","The Social Network","2010","David Fincher","Estados Unidos","Drama","6.8","91181"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2009","The Hurt Locker","2008","Kathryn Bigelow","Estados Unidos","Bélico","6.7","63573"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2008","WALL•E","2008","Andrew Stanton","Estados Unidos","Animación","7.9","125540"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2007","No Country for Old Men","2007","Joel Coen, Ethan Coen","Estados Unidos","Thriller","7.1","106770"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2006","The Departed","2006","Martin Scorsese","Estados Unidos","Thriller","7.9","132448"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2005","Crash","2004","Paul Haggis","Estados Unidos","Drama","7.6","104767"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2004","Sideways","2004","Alexander Payne","Estados Unidos","Comedia","6.7","43063"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2003","The Lord of the Rings: The Return of the King","2003","Peter Jackson","Nueva Zelanda","Fantástico","8.2","184062"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2002","Far from Heaven","2002","Todd Haynes","Estados Unidos","Drama","7.0","8734"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2001","Mulholland Drive","2001","David Lynch","Estados Unidos","Intriga","7.1","72071"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","2000","Almost Famous","2000","Cameron Crowe","Estados Unidos","Drama","6.9","22884"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1999","American Beauty","1999","Sam Mendes","Estados Unidos","Drama","7.9","167163"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1998","Saving Private Ryan","1998","Steven Spielberg","Estados Unidos","Bélico","7.8","136855"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1997","L.A. Confidential","1997","Curtis Hanson","Estados Unidos","Cine negro","7.7","74236"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1996","Fargo","1996","Joel Coen","Estados Unidos","Thriller","7.8","94281"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1995","Apollo 13","1995","Ron Howard","Estados Unidos","Drama","6.4","25817"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1994","Hoop Dreams","1994","Steve James","Estados Unidos","Documental","7.7","1434"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1993","Schindler's List","1993","Steven Spielberg","Estados Unidos","Drama","8.7","173134"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1992","Malcolm X","1992","Spike Lee","Estados Unidos","Drama","6.9","9384"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1991","The Silence of the Lambs","1991","Jonathan Demme","Estados Unidos","Thriller","8.2","169131"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1990","Goodfellas","1990","Martin Scorsese","Estados Unidos","Thriller","8.4","106945"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1989","Do the Right Thing","1989","Spike Lee","Estados Unidos","Comedia","7.3","9717"
"Asociación de Críticos de Chicago (próx.)","Premio asociacion de criticos","Estados Unidos","1988","Mississippi Burning","1988","Alan Parker","Estados Unidos","Drama","7.5","14792"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2019","Black Panther","2018","Ryan Coogler","Estados Unidos","Acción","5.9","22998"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2018","Three Billboards Outside Ebbing, Missouri","2017","Martin McDonagh","Reino Unido","Thriller","7.6","41138"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2017","Hidden Figures","2016","Theodore Melfi","Estados Unidos","Drama","6.9","14736"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2016","Spotlight","2015","Thomas McCarthy","Estados Unidos","Drama","7.3","42088"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2015","Birdman or (The Unexpected Virtue of Ignorance)","2014","Alejandro González Iñárritu","Estados Unidos","Comedia","7.1","68788"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2014","American Hustle","2013","David O. Russell","Estados Unidos","Drama","6.3","44927"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2013","Argo","2012","Ben Affleck","Estados Unidos","Thriller","7.2","74537"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2012","The Help","2011","Tate Taylor","Estados Unidos","Drama","7.5","47412"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2011","The King's Speech","2010","Tom Hooper","Reino Unido","Drama","7.4","89702"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2010","Inglourious Basterds","2009","Quentin Tarantino","Estados Unidos","Bélico","7.8","151057"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2009","Slumdog Millionaire","2008","Danny Boyle, Loveleen Tandan","Reino Unido","Drama","7.7","134686"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2008","No Country for Old Men","2007","Joel Coen, Ethan Coen","Estados Unidos","Thriller","7.1","106770"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2007","Little Miss Sunshine","2006","Jonathan Dayton, Valerie Faris","Estados Unidos","Comedia","7.6","104491"
"Premios del Sindicato de Actores (SAG)","Premio asociacion de criticos","Estados Unidos","2006","Crash","2004","Paul Haggis","Estados Unidos","Drama","7.6","104767"
