"award_name","award_type","award_country","award_year","film_title","film_year","film_director","film_country","film_main_genre","score","nvotes"
"Festival de Cannes","Festival","Francia","2018","Manbiki kazoku (Shoplifters)","2018","Hirokazu Koreeda","Japón","Drama","7.6","3747"
"Festival de Cannes","Festival","Francia","2017","The Square","2017","Ruben Östlund","Suecia","Comedia","6.5","7222"
"Festival de Cannes","Festival","Francia","2016","I, Daniel Blake","2016","Ken Loach","Reino Unido","Drama","7.1","8013"
"Festival de Cannes","Festival","Francia","2015","Dheepan","2015","Jacques Audiard","Francia","Drama","6.7","3510"
"Festival de Cannes","Festival","Francia","2014","Kis uykusu (Sommeil d'hiver)","2014","Nuri Bilge Ceylan","Turquía","Drama","7.4","3735"
"Festival de Cannes","Festival","Francia","2013","La vie d'Adèle - Chapitre 1 & 2 (Blue Is the Warmest Color)","2013","Abdellatif Kechiche","Francia","Romance","7.5","36017"
"Festival de Cannes","Festival","Francia","2012","Amour (Love)","2012","Michael Haneke","Austria","Drama","7.6","30151"
"Festival de Cannes","Festival","Francia","2011","The Tree of Life","2011","Terrence Malick","Estados Unidos","Drama","5.9","50884"
"Festival de Cannes","Festival","Francia","2010","Lung Boonmee raluek chat (Uncle Boonmee Who Can Recall His Past Lives)","2010","Apichatpong Weerasethakul","Tailandia","Fantástico","6.0","3728"
"Festival de Cannes","Festival","Francia","2009","Das weisse Band ","2009","Michael Haneke","Alemania","Drama","7.2","35790"
"Festival de Cannes","Festival","Francia","2008","Entre les murs","2008","Laurent Cantet","Francia","Drama","6.8","20393"
"Festival de Cannes","Festival","Francia","2007","4 luni, 3 saptamini si 2 zile (4 Months, 3 Weeks & 2 Days)","2007","Cristian Mungiu","Rumanía","Drama","7.2","18893"
"Festival de Cannes","Festival","Francia","2006","The Wind that Shakes the Barley","2006","Ken Loach","Irlanda","Bélico","7.1","20629"
"Festival de Cannes","Festival","Francia","2005","L'Enfant","2005","Jean-Pierre Dardenne, Luc Dardenne","Bélgica","Drama","7.1","6442"
"Festival de Cannes","Festival","Francia","2004","Fahrenheit 9/11 (Fahrenheit 911) ","2004","Michael Moore","Estados Unidos","Documental","7.0","71051"
"Festival de Cannes","Festival","Francia","2003","Elephant","2003","Gus Van Sant","Estados Unidos","Drama","6.5","45771"
"Festival de Cannes","Festival","Francia","2002","The Pianist (Le Pianiste)","2002","Roman Polanski","Reino Unido","Drama","8.3","148459"
"Festival de Cannes","Festival","Francia","2001","La stanza del figlio","2001","Nanni Moretti","Italia","Drama","7.1","13374"
"Festival de Cannes","Festival","Francia","2000","Dancer in the Dark","2000","Lars von Trier","Dinamarca","Drama","7.6","46996"
"Festival de Cannes","Festival","Francia","1999","Rosetta","1999","Jean-Pierre Dardenne, Luc Dardenne","Bélgica","Drama","7.0","5299"
"Festival de Cannes","Festival","Francia","1998","Mia aioniotita kai mia mera (Eternity and a Day)","1998","Theodoros Angelopoulos","Grecia","Drama","7.5","3411"
"Festival de Cannes","Festival","Francia","1997","Unagi","1997","Shôhei Imamura","Japón","Drama","7.0","2081"
"Festival de Cannes","Festival","Francia","1996","Secrets and Lies","1996","Mike Leigh","Reino Unido","Drama","7.7","13629"
"Festival de Cannes","Festival","Francia","1995","Underground","1995","Emir Kusturica","Yugoslavia","Comedia","7.9","17619"
"Festival de Cannes","Festival","Francia","1994","Pulp Fiction","1994","Quentin Tarantino","Estados Unidos","Thriller","8.6","203323"
"Festival de Cannes","Festival","Francia","1993","Ba wang bie ji (Farewell My Concubine)","1993","Chen Kaige","China","Drama","7.3","6625"
"Festival de Cannes","Festival","Francia","1992","Den goda viljan","1992","Bille August","Suecia","Drama","7.6","2766"
"Festival de Cannes","Festival","Francia","1991","Barton Fink","1991","Joel Coen","Estados Unidos","Drama","7.4","23211"
"Festival de Cannes","Festival","Francia","1990","Wild at Heart","1990","David Lynch","Estados Unidos","Drama","7.0","26053"
"Festival de Cannes","Festival","Francia","1989","sex, lies and videotape","1989","Steven Soderbergh","Estados Unidos","Drama","6.7","28474"
"Festival de Cannes","Festival","Francia","1988","Pelle erobreren","1987","Bille August","Dinamarca","Drama","7.4","5412"
"Festival de Cannes","Festival","Francia","1987","Sous le Soleil de Satan","1987","Maurice Pialat","Francia","Drama","6.7","888"
"Festival de Cannes","Festival","Francia","1986","The Mission","1986","Roland Joffé","Reino Unido","Aventuras","7.6","53974"
"Festival de Cannes","Festival","Francia","1985","Otac na sluzbenom putu","1985","Emir Kusturica","Yugoslavia","Drama","7.4","2808"
"Festival de Cannes","Festival","Francia","1984","Paris, Texas","1984","Wim Wenders","Alemania del Oeste (RFA)","Drama","7.9","31323"
"Festival de Cannes","Festival","Francia","1983","Narayama Bushi-ko","1983","Shôhei Imamura","Japón","Drama","7.7","4639"
"Festival de Cannes","Festival","Francia","1982","Missing","1982","Costa-Gavras","Estados Unidos","Drama","7.8","13481"
"Festival de Cannes","Festival","Francia","1981","Czlowiek z zelaza (l'Homme de fer)","1981","Andrzej Wajda","Polonia","Drama","7.1","874"
"Festival de Cannes","Festival","Francia","1980","All That Jazz","1979","Bob Fosse","Estados Unidos","Drama","7.5","8988"
"Festival de Cannes","Festival","Francia","1979","Apocalypse Now","1979","Francis Ford Coppola","Estados Unidos","Bélico","8.3","102320"
"Festival de Cannes","Festival","Francia","1978","L'albero degli zoccoli","1978","Ermanno Olmi","Italia","Drama","7.7","2396"
"Festival de Cannes","Festival","Francia","1977","Padre padrone","1977","Paolo Taviani, Vittorio Taviani","Italia","Drama","7.4","2717"
"Festival de Cannes","Festival","Francia","1976","Taxi Driver","1976","Martin Scorsese","Estados Unidos","Drama","8.1","115263"
"Festival de Cannes","Festival","Francia","1975","Chronique des années de braise","1975","Mohammed Lakhdar-Hamina","Argelia","Drama","7.0","318"
"Festival de Cannes","Festival","Francia","1974","The Conversation","1974","Francis Ford Coppola","Estados Unidos","Thriller","7.3","14460"
"Festival de Cannes","Festival","Francia","1973","Scarecrow","1973","Jerry Schatzberg","Estados Unidos","Drama","7.0","2707"
"Festival de Cannes","Festival","Francia","1972","Il caso Mattei (The Mattei Affair)","1972","Francesco Rosi","Italia","Drama","7.2","739"
"Festival de Cannes","Festival","Francia","1971","The Go-Between","1970","Joseph Losey","Reino Unido","Drama","7.3","1940"
"Festival de Cannes","Festival","Francia","1970","M.A.S.H. (M*A*S*H)","1970","Robert Altman","Estados Unidos","Comedia","7.1","11920"
"Festival de Cannes","Festival","Francia","1969","If....","1968","Lindsay Anderson","Reino Unido","Drama","7.0","3711"
"Festival de Cannes","Festival","Francia","1967","Blow-Up (Blowup)","1966","Michelangelo Antonioni","Reino Unido","Intriga","7.0","13349"
"Festival de Cannes","Festival","Francia","1966","Signore e signori","1966","Pietro Germi","Italia","Comedia","7.0","589"
"Festival de Cannes","Festival","Francia","1965","The Knack... and How to Get It","1965","Richard Lester","Reino Unido","Comedia","6.4","1215"
"Festival de Cannes","Festival","Francia","1964","Les Parapluies de Cherbourg","1964","Jacques Demy","Francia","Musical","7.4","4798"
"Festival de Cannes","Festival","Francia","1963","Il gattopardo","1963","Luchino Visconti","Italia","Drama","7.8","15423"
"Festival de Cannes","Festival","Francia","1962","O Pagador de Promessas","1962","Anselmo Duarte","Brasil","Drama","7.3","533"
"Festival de Cannes","Festival","Francia","1961","Une aussi longue absence","1961","Henri Colpi","Francia","Drama","7.0","352"
"Festival de Cannes","Festival","Francia","1960","La dolce vita","1960","Federico Fellini","Italia","Drama","7.8","23566"
"Festival de Cannes","Festival","Francia","1959","Orfeu Negro","1959","Marcel Camus","Francia","Drama","6.8","1749"
"Festival de Cannes","Festival","Francia","1958","Letyat zhuravli (The Cranes are Flying)","1957","Mikhail Kalatozov","Unión Soviética (URSS)","Romance","7.9","2058"
"Festival de Cannes","Festival","Francia","1957","Friendly Persuasion","1956","William Wyler","Estados Unidos","Aventuras","7.1","1820"
"Festival de Cannes","Festival","Francia","1956","Le Monde du silence","1956","Jacques-Yves Cousteau, Louis Malle","Francia","Documental","6.9","371"
"Festival de Cannes","Festival","Francia","1955","Marty","1955","Delbert Mann","Estados Unidos","Romance","7.5","4417"
"Festival de Cannes","Festival","Francia","1954","Jigokumon (Gate of Hell)","1953","Teinosuke Kinugasa","Japón","Drama","6.9","665"
"Festival de Cannes","Festival","Francia","1953","Le salaire de la peur","1953","H.G. Clouzot","Francia","Aventuras","8.2","7327"
"Festival de Cannes","Festival","Francia","1952","Due soldi di speranza","1952","Renato Castellani","Italia","Drama","7.2","133"
"Festival de Cannes","Festival","Francia","1951","Fröken Julie","1951","Alf Sjöberg","Suecia","Drama","6.8","213"
"Festival de Cannes","Festival","Francia","1949","The Third Man (The 3rd Man)","1949","Carol Reed","Reino Unido","Cine negro","8.3","41510"
"Festival de Cannes","Festival","Francia","1946","Brief Encounter","1945","David Lean","Reino Unido","Romance","8.1","10296"
"Festival de Cannes","Festival","Francia","1939","Union Pacific","1939","Cecil B. DeMille","Estados Unidos","Western","6.9","537"
"Festival de Berlín","Festival","Alemania","2019","Synonymes","2019","Nadav Lapid","Francia","Drama","",""
"Festival de Berlín","Festival","Alemania","2018","Touch Me Not","2018","Adina Pintilie","Rumanía","Drama","6.2","95"
"Festival de Berlín","Festival","Alemania","2017","A teströl és a lélekröl (On Body and Soul)","2017","Ildikó Enyedi","Hungría","Drama","6.8","2820"
"Festival de Berlín","Festival","Alemania","2016","Fuocoammare","2016","Gianfranco Rosi","Italia","Documental","6.3","656"
"Festival de Berlín","Festival","Alemania","2015","Taxi ","2015","Jafar Panahi","Irán","Documental","6.6","3285"
"Festival de Berlín","Festival","Alemania","2014","Bai ri yan huo (Black Coal, Thin Ice)","2014","Yinan Diao","China","Thriller","5.7","2120"
"Festival de Berlín","Festival","Alemania","2013","Pozitia copilului (Child's Pose)","2013","Calin Peter Netzer","Rumanía","Drama","6.6","1827"
"Festival de Berlín","Festival","Alemania","2012","Cesare deve morire","2012","Paolo Taviani, Vittorio Taviani","Italia","Drama","6.7","3848"
"Festival de Berlín","Festival","Alemania","2011","Jodaeiye Nader az Simin (A Separation)","2011","Asghar Farhadi","Irán","Drama","7.7","16232"
"Festival de Berlín","Festival","Alemania","2010","Bal (Honey)","2010","Semih Kaplanoglu","Turquía","Drama","6.3","1031"
"Festival de Berlín","Festival","Alemania","2009","La teta asustada","2009","Claudia Llosa","Perú","Drama","6.0","4445"
"Festival de Berlín","Festival","Alemania","2008","Tropa de Elite","2007","José Padilha","Brasil","Acción","7.5","35114"
"Festival de Berlín","Festival","Alemania","2007","Tu ya de hun shi","2006","Wang Quan'an","China","Drama","7.0","821"
"Festival de Berlín","Festival","Alemania","2006","Grbavica (Sarajevo, mon amour)","2006","Jasmila Zbanic","Bosnia y Herzegovina","Drama","6.8","2551"
"Festival de Berlín","Festival","Alemania","2005","U-Carmen e-Khayelitsha","2005","Mark Dornford-May","Sudáfrica","Musical","6.5","68"
"Festival de Berlín","Festival","Alemania","2004","Gegen Die Wand (Head-On)","2004","Fatih Akin","Alemania","Drama","7.5","12342"
"Festival de Berlín","Festival","Alemania","2003","In This World","2002","Michael Winterbottom","Reino Unido","Drama","7.2","2629"
"Festival de Berlín","Festival","Alemania","2002","Bloody Sunday","2002","Paul Greengrass","Reino Unido","Drama","7.4","9798"
"Festival de Berlín","Festival","Alemania","2001","Intimité (Intimacy)","2001","Patrice Chéreau","Francia","Drama","6.2","1846"
"Festival de Berlín","Festival","Alemania","2000","Magnolia","1999","Paul Thomas Anderson","Estados Unidos","Drama","7.6","44356"
"Festival de Berlín","Festival","Alemania","1999","The Thin Red Line","1998","Terrence Malick","Estados Unidos","Bélico","7.1","64975"
"Festival de Berlín","Festival","Alemania","1998","Central do Brasil","1998","Walter Salles","Brasil","Drama","7.6","14216"
"Festival de Berlín","Festival","Alemania","1997","The People vs. Larry Flynt","1996","Milos Forman","Estados Unidos","Drama","6.5","12904"
"Festival de Berlín","Festival","Alemania","1996","Sense and Sensibility","1995","Ang Lee","Reino Unido","Drama","7.1","36322"
"Festival de Berlín","Festival","Alemania","1995","L'appât","1995","Bertrand Tavernier","Francia","Thriller","6.8","1016"
"Festival de Berlín","Festival","Alemania","1994","In the Name of the Father","1993","Jim Sheridan","Irlanda","Drama","8.2","74212"
"Festival de Berlín","Festival","Alemania","1993","Xi yan (The Wedding Banquet)","1993","Ang Lee","Taiwán","Drama","7.1","3884"
"Festival de Berlín","Festival","Alemania","1992","Grand Canyon","1991","Lawrence Kasdan","Estados Unidos","Drama","6.7","2908"
"Festival de Berlín","Festival","Alemania","1991","La casa del sorriso","1988","Marco Ferreri","Italia","Comedia","5.4","26"
"Festival de Berlín","Festival","Alemania","1990","Music Box","1989","Costa-Gavras","Estados Unidos","Intriga","7.3","6227"
"Festival de Berlín","Festival","Alemania","1989","Rain Man","1988","Barry Levinson","Estados Unidos","Drama","7.4","85418"
"Festival de Berlín","Festival","Alemania","1988","Hong gao liang (Red Sorghum)","1988","Zhang Yimou","China","Drama","7.0","3048"
"Festival de Berlín","Festival","Alemania","1987","Tema","1979","Gleb Panfilov","Unión Soviética (URSS)","Comedia","6.0","41"
"Festival de Berlín","Festival","Alemania","1986","Stammheim - Die Baader-Meinhof-Gruppe vor Gericht","1986","Reinhard Hauff","Alemania del Oeste (RFA)","Drama","6.4","101"
"Festival de Berlín","Festival","Alemania","1985","Die Frau und der Fremde","1985","Rainer Simon","Alemania del Este (RDA)","Drama","6.4","34"
"Festival de Berlín","Festival","Alemania","1984","Love Streams","1984","John Cassavetes","Estados Unidos","Drama","7.4","720"
"Festival de Berlín","Festival","Alemania","1983","La colmena","1982","Mario Camus","España","Drama","7.0","6560"
"Festival de Berlín","Festival","Alemania","1982","Die Sehnsucht der Veronika Voss","1982","Rainer Werner Fassbinder","Alemania del Oeste (RFA)","Drama","7.2","1326"
"Festival de Berlín","Festival","Alemania","1981","Deprisa, deprisa","1981","Carlos Saura","España","Drama","6.4","3995"
"Festival de Berlín","Festival","Alemania","1980","Heartland","1979","Richard Pearce","Estados Unidos","Western","6.3","44"
"Festival de Berlín","Festival","Alemania","1979","David","1979","Peter Lilienthal","Alemania del Oeste (RFA)","Drama","",""
"Festival de Berlín","Festival","Alemania","1978","Las truchas","1978","José Luis García Sánchez","España","Comedia","5.6","401"
"Festival de Berlín","Festival","Alemania","1977","Voskhozhdeniye (The Ascent)","1977","Larisa Shepitko","Unión Soviética (URSS)","Bélico","7.8","617"
"Festival de Berlín","Festival","Alemania","1976","Buffalo Bill and the Indians, or Sitting Bull's History Lesson","1976","Robert Altman","Estados Unidos","Western","5.4","737"
"Festival de Berlín","Festival","Alemania","1975","Örökbefogadás","1975","Márta Mészáros","Hungría","Drama","6.4","37"
"Festival de Berlín","Festival","Alemania","1974","The Apprenticeship of Duddy Kravitz","1974","Ted Kotcheff","Canadá","Drama","6.1","53"
"Festival de Berlín","Festival","Alemania","1973","Ashani Sanket (Distant Thunder)","1973","Satyajit Ray","India","Drama","7.4","155"
"Festival de Berlín","Festival","Alemania","1972","I racconti di Canterbury","1972","Pier Paolo Pasolini","Italia","Comedia","6.6","2375"
"Festival de Berlín","Festival","Alemania","1971","Il giardino dei Finzi-Contini","1971","Vittorio De Sica","Italia","Drama","7.0","1098"
"Festival de Berlín","Festival","Alemania","1969","Rani radovi ","1969","Zelimir Zilnik","Yugoslavia","Drama","6.1","35"
"Festival de Berlín","Festival","Alemania","1968","Ole dole doff","1968","Jan Troell","Suecia","Drama","6.6","45"
"Festival de Berlín","Festival","Alemania","1967","Le départ","1967","Jerzy Skolimowski","Bélgica","Comedia","6.5","109"
"Festival de Berlín","Festival","Alemania","1966","Cul-de-sac","1966","Roman Polanski","Reino Unido","Intriga","6.9","3055"
"Festival de Berlín","Festival","Alemania","1965","Alphaville, une étrange aventure de Lemmy Caution","1965","Jean-Luc Godard","Francia","Ciencia ficción","6.9","4568"
"Festival de Berlín","Festival","Alemania","1964","Susuz yaz (Dry Summer)","1964","Metin Erksan","Turquía","Drama","6.9","85"
"Festival de Berlín","Festival","Alemania","1963","Bushidô zankoku monogatari","1963","Tadashi Imai","Japón","Acción","7.1","39"
"Festival de Berlín","Festival","Alemania","1962","A Kind of Loving","1962","John Schlesinger","Reino Unido","Drama","7.0","113"
"Festival de Berlín","Festival","Alemania","1961","La notte","1961","Michelangelo Antonioni","Italia","Drama","7.8","3644"
"Festival de Berlín","Festival","Alemania","1960","El lazarillo de Tormes","1959","César Fernández Ardavín","España","Drama","5.8","360"
"Festival de Berlín","Festival","Alemania","1959","Les cousins","1959","Claude Chabrol","Francia","Drama","6.9","331"
"Festival de Berlín","Festival","Alemania","1958","Smultronstället","1957","Ingmar Bergman","Suecia","Drama","8.1","19507"
"Festival de Berlín","Festival","Alemania","1957","12 Angry Men","1957","Sidney Lumet","Estados Unidos","Drama","8.7","63700"
"Festival de Berlín","Festival","Alemania","1956","Invitation to the Dance","1956","Gene Kelly","Estados Unidos","Musical","6.4","173"
"Festival de Berlín","Festival","Alemania","1955","Die Ratten","1955","Robert Siodmak","Alemania del Oeste (RFA)","Drama","7.2","51"
"Festival de Berlín","Festival","Alemania","1954","Hobson's Choice","1953","David Lean","Reino Unido","Comedia","7.3","1141"
"Festival de Berlín","Festival","Alemania","1953","Le salaire de la peur","1953","H.G. Clouzot","Francia","Aventuras","8.2","7327"
"Festival de Berlín","Festival","Alemania","1952","Hon dansade en sommar (One Summer of Happiness)","1951","Arne Mattsson","Suecia","Drama","6.9","53"
"Festival de Berlín","Festival","Alemania","1951","Die Vier im Jeep","1951","Leopold Lindtberg, Elizabeth Montagu","Suiza","Drama","",""
"Festival de Venecia","Festival","Italia","2018","Roma","2018","Alfonso Cuarón","México","Drama","7.1","19384"
"Festival de Venecia","Festival","Italia","2017","The Shape of Water","2017","Guillermo del Toro","Estados Unidos","Fantástico","6.5","38219"
"Festival de Venecia","Festival","Italia","2016","Ang Babaeng Humayo","2016","Lav Diaz","Filipinas","Drama","7.0","166"
"Festival de Venecia","Festival","Italia","2015","Desde allá","2015","Lorenzo Vigas","Venezuela","Drama","6.0","1028"
"Festival de Venecia","Festival","Italia","2014","En duva satt på en gren och funderade på tillvaron (A Pigeon Sat on a Branch Reflecting on Existence)","2014","Roy Andersson","Suecia","Comedia","6.1","2370"
"Festival de Venecia","Festival","Italia","2013","Sacro GRA","2013","Gianfranco Rosi","Italia","Documental","5.8","336"
"Festival de Venecia","Festival","Italia","2012","Pietà","2012","Kim Ki-duk","Corea del Sur","Drama","6.6","1421"
"Festival de Venecia","Festival","Italia","2011","Faust","2011","Aleksandr Sokurov","Rusia","Drama","6.3","1177"
"Festival de Venecia","Festival","Italia","2010","Somewhere","2010","Sofia Coppola","Estados Unidos","Drama","5.7","10200"
"Festival de Venecia","Festival","Italia","2009","Lebanon","2009","Samuel Maoz","Israel","Bélico","6.7","622"
"Festival de Venecia","Festival","Italia","2008","The Wrestler","2008","Darren Aronofsky","Estados Unidos","Drama","7.2","43367"
"Festival de Venecia","Festival","Italia","2007","Se Jie (Lust, Caution)","2007","Ang Lee","Taiwán","Thriller","7.2","8360"
"Festival de Venecia","Festival","Italia","2006","Sanxia haoren (Still Life)","2006","Jia Zhang Ke","China","Drama","6.8","2086"
"Festival de Venecia","Festival","Italia","2005","Brokeback Mountain","2005","Ang Lee","Estados Unidos","Romance","7.0","75698"
"Festival de Venecia","Festival","Italia","2004","Vera Drake","2004","Mike Leigh","Reino Unido","Drama","7.1","6487"
"Festival de Venecia","Festival","Italia","2003","Vozvrashchenie (The Return)","2003","Andrey Zvyagintsev","Rusia","Drama","7.5","5644"
"Festival de Venecia","Festival","Italia","2002","The Magdalene Sisters","2002","Peter Mullan","Irlanda","Drama","7.3","5581"
"Festival de Venecia","Festival","Italia","2001","Monsoon Wedding","2001","Mira Nair","India","Romance","6.7","10418"
"Festival de Venecia","Festival","Italia","2000","Dayereh (The Circle)","2000","Jafar Panahi","Irán","Drama","7.0","1340"
"Festival de Venecia","Festival","Italia","1999","Yi ge dou bu neng shao (Not One Less)","1999","Zhang Yimou","China","Drama","7.7","5631"
"Festival de Venecia","Festival","Italia","1998","Così ridevano","1998","Gianni Amelio","Italia","Drama","7.2","485"
"Festival de Venecia","Festival","Italia","1997","Hana-bi","1997","Takeshi Kitano","Japón","Drama","7.4","10407"
"Festival de Venecia","Festival","Italia","1996","Michael Collins","1996","Neil Jordan","Irlanda","Drama","6.7","8555"
"Festival de Venecia","Festival","Italia","1995","Xich lo (Cyclo)","1995","Tran Anh Hung","Vietnam","Drama","6.9","840"
"Festival de Venecia","Festival","Italia","1994","Ai qing wan sui (Vive L'Amour)","1994","Tsai Ming-liang","Taiwán","Drama","7.1","522"
"Festival de Venecia","Festival","Italia","1993","Short Cuts","1993","Robert Altman","Estados Unidos","Drama","7.5","9991"
"Festival de Venecia","Festival","Italia","1992","Qiu Ju da guan si (The Story of Qiu Ju)","1992","Zhang Yimou","China","Drama","7.1","981"
"Festival de Venecia","Festival","Italia","1991","Urga","1991","Nikita Mikhalkov","Unión Soviética (URSS)","Drama","7.1","848"
"Festival de Venecia","Festival","Italia","1990","Rosencrantz and Guildenstern Are Dead","1990","Tom Stoppard","Estados Unidos","Comedia","7.1","676"
"Festival de Venecia","Festival","Italia","1989","Beiqing chengshi (A City of Sadness)","1989","Hou Hsiao-Hsien","Taiwán","Drama","7.2","269"
"Festival de Venecia","Festival","Italia","1988","La leggenda del santo bevitore","1988","Ermanno Olmi","Italia","Drama","6.7","628"
"Festival de Venecia","Festival","Italia","1987","Au revoir les enfants","1987","Louis Malle","Francia","Drama","7.8","13414"
"Festival de Venecia","Festival","Italia","1986","Le Rayon vert","1986","Éric Rohmer","Francia","Drama","7.5","3197"
"Festival de Venecia","Festival","Italia","1985","Sans toit ni loi","1985","Agnès Varda","Francia","Drama","7.3","1078"
"Festival de Venecia","Festival","Italia","1984","Rok spokojnego slonca","1984","Krzysztof Zanussi","Polonia","Drama","6.8","100"
"Festival de Venecia","Festival","Italia","1983","Prénom Carmen","1983","Jean-Luc Godard","Francia","Drama","6.6","486"
"Festival de Venecia","Festival","Italia","1982","The State of Things (Der Stand der Dinge)","1982","Wim Wenders","Alemania del Oeste (RFA)","Drama","6.6","585"
"Festival de Venecia","Festival","Italia","1981","Die bleierne Zeit","1981","Margarethe von Trotta","Alemania del Oeste (RFA)","Drama","7.1","243"
"Festival de Venecia","Festival","Italia","1980","Atlantic City","1980","Louis Malle","Canadá","Drama","7.3","3893"
"Festival de Venecia","Festival","Italia","1968","Die Artisten in der Zirkuskuppel: Ratlos","1968","Alexander Kluge","Alemania del Oeste (RFA)","Drama","6.5","126"
"Festival de Venecia","Festival","Italia","1967","Belle de jour","1967","Luis Buñuel","Francia","Drama","7.6","10664"
"Festival de Venecia","Festival","Italia","1966","La battaglia di Algeri","1966","Gillo Pontecorvo","Italia","Bélico","8.0","5000"
"Festival de Venecia","Festival","Italia","1965","Vaghe Stelle dell'Orsa","1965","Luchino Visconti","Italia","Drama","6.8","407"
"Festival de Venecia","Festival","Italia","1964","Il deserto rosso","1964","Michelangelo Antonioni","Italia","Drama","7.1","2444"
"Festival de Venecia","Festival","Italia","1963","Le mani sulla città","1963","Francesco Rosi","Italia","Drama","7.2","464"
"Festival de Venecia","Festival","Italia","1962","Cronaca familiare","1962","Valerio Zurlini","Italia","Drama","7.2","415"
"Festival de Venecia","Festival","Italia","1961","L'Annèe dernière à Marienbad","1961","Alain Resnais","Francia","Drama","7.5","4439"
"Festival de Venecia","Festival","Italia","1960","Le passage du Rhin","1960","André Cayatte","Francia","Drama","6.6","30"
"Festival de Venecia","Festival","Italia","1959","Il generale Della Rovere","1959","Roberto Rossellini","Italia","Drama","7.7","1736"
"Festival de Venecia","Festival","Italia","1958","Muhomatsu no issho","1958","Hiroshi Inagaki","Japón","Drama","7.5","675"
"Festival de Venecia","Festival","Italia","1957","Aparajito","1956","Satyajit Ray","India","Drama","8.2","3446"
"Festival de Venecia","Festival","Italia","1955","Ordet","1955","Carl Theodor Dreyer","Dinamarca","Drama","8.3","10772"
"Festival de Venecia","Festival","Italia","1954","Romeo e Giulietta","1954","Renato Castellani","Italia","Romance","6.5","160"
"Festival de Venecia","Festival","Italia","1952","Jeux interdits (Forbidden Games)","1952","René Clément","Francia","Drama","7.8","2721"
"Festival de Venecia","Festival","Italia","1951","Rashômon","1950","Akira Kurosawa","Japón","Intriga","8.1","18700"
"Festival de Venecia","Festival","Italia","1950","Justice est faite","1950","André Cayatte","Francia","Drama","",""
"Festival de Venecia","Festival","Italia","1949","Manon","1949","H.G. Clouzot","Francia","Drama","6.8","348"
"Festival de Venecia","Festival","Italia","1948","Hamlet","1948","Laurence Olivier","Reino Unido","Drama","7.4","2235"
"Festival de Venecia","Festival","Italia","1947","Siréna ","1947","Karel Steklý","Checoslovaquia","Drama","",""
"Festival de Venecia","Festival","Italia","1946","The Southerner","1945","Jean Renoir","Estados Unidos","Drama","6.8","415"
"Festival de Venecia","Festival","Italia","1932","À nous la liberté (Freedom for Us)","1931","René Clair","Francia","Comedia","7.2","692"
"Festival de San Sebastián","Festival","España","2018","Entre dos aguas","2018","Isaki Lacuesta","España","Drama","6.9","921"
"Festival de San Sebastián","Festival","España","2017","The Disaster Artist","2017","James Franco","Estados Unidos","Comedia","6.9","15808"
"Festival de San Sebastián","Festival","España","2016","I Am Not Madame Bovary","2016","Feng Xiaogang","China","Comedia","6.1","714"
"Festival de San Sebastián","Festival","España","2015","Sparrows","2015","Rúnar Rúnarsson","Islandia","Drama","6.2","1255"
"Festival de San Sebastián","Festival","España","2014","Magical Girl","2014","Carlos Vermut","España","Drama","7.1","22611"
"Festival de San Sebastián","Festival","España","2013","Pelo malo","2013","Mariana Rondón","Venezuela","Drama","6.4","1241"
"Festival de San Sebastián","Festival","España","2012","Dans la maison","2012","François Ozon","Francia","Drama","7.3","25078"
"Festival de San Sebastián","Festival","España","2011","Los pasos dobles","2011","Isaki Lacuesta","España","Drama","5.6","650"
"Festival de San Sebastián","Festival","España","2010","Neds","2010","Peter Mullan","Reino Unido","Drama","6.3","5220"
"Festival de San Sebastián","Festival","España","2009","City of Life and Death (Nanjing! Nanjing!)","2009","Lu Chuan","China","Bélico","7.4","9800"
"Festival de San Sebastián","Festival","España","2008","Pandoranin kutusu (Pandora's Box)","2008","Yesim Ustaoglu","Turquía","Drama","6.5","575"
"Festival de San Sebastián","Festival","España","2007","A Thousand Years of Good Prayers","2007","Wayne Wang","Estados Unidos","Drama","6.7","1228"
"Festival de San Sebastián","Festival","España","2006","Niwemang (Half Moon)","2006","Bahman Ghobadi","Irán","Drama","6.8","601"
"Festival de San Sebastián","Festival","España","2005","Stesti (Something Like Happiness)","2005","Bohdan Sláma","República Checa","Drama","6.5","931"
"Festival de San Sebastián","Festival","España","2004","Lakposhtha hâm parvaz mikonand (Turtles Can Fly)","2004","Bahman Ghobadi","Irán","Drama","7.7","17493"
"Festival de San Sebastián","Festival","España","2003","Schussangst","2003","Dito Tsintsadze","Alemania","Drama","5.8","49"
"Festival de San Sebastián","Festival","España","2002","Los lunes al sol","2002","Fernando Léon de Aranoa","España","Drama","7.4","56525"
"Festival de San Sebastián","Festival","España","2001","Taxi para tres (Taxi para 3)","2001","Orlando Lübbert","Chile","Comedia","6.4","644"
"Festival de San Sebastián","Festival","España","2000","La perdición de los hombres","2000","Arturo Ripstein","México","Comedia","6.3","502"
"Festival de San Sebastián","Festival","España","1999","C'est quoi la vie?","1999","François Dupeyron","Francia","Drama","6.7","223"
"Festival de San Sebastián","Festival","España","1998","El viento se llevó lo que","1998","Alejandro Agresti","Argentina","Comedia","6.1","694"
"Festival de San Sebastián","Festival","España","1997","Rien ne va plus","1997","Claude Chabrol","Francia","Comedia","6.4","736"
